feature,importance
cgpa,0.3791340317685775
experience_years,0.37355964848322964
skills_score,0.10738100802062918
projects,0.041092483841802245
certifications,0.03383043812530375
programming_languages,0.03308407529776856
internships,0.03191831446268898
